#DateTime          Unixtime(UTC)   Abnormal_Large Probability[0-1]   Abnormal_Small Probability[0-1]   Abnormal State(Abnormal_Large=2, Abnormal_Small=1, Normal=0)
20230421_120000        1682078400           0.342                          0.346                            1
20230421_180000        1682100000           0.342                          0.346                            1
20230422_000000        1682121600           0.342                          0.346                            1
20230422_060000        1682143200           0.342                          0.346                            1
20230422_120000        1682164800           0.342                          0.346                            1
20230422_180000        1682186400           0.342                          0.346                            1
20230423_000000        1682208000           0.342                          0.346                            1
20230423_060000        1682229600           0.342                          0.346                            1
20230423_120000        1682251200           0.342                          0.346                            1
20230423_180000        1682272800           0.342                          0.346                            1
20230424_000000        1682294400           0.342                          0.346                            1
20230424_060000        1682316000           0.342                          0.346                            1
20230424_120000        1682337600           0.342                          0.346                            1
20230424_180000        1682359200           0.342                          0.346                            1
20230425_000000        1682380800           0.342                          0.346                            1
20230425_060000        1682402400           0.342                          0.346                            1
20230425_120000        1682424000           0.342                          0.346                            1
20230425_180000        1682445600           0.342                          0.346                            1
20230426_000000        1682467200           0.342                          0.346                            1
20230426_060000        1682488800           0.342                          0.346                            1
20230426_120000        1682510400           0.342                          0.346                            1
20230426_180000        1682532000           0.342                          0.346                            1
20230427_000000        1682553600           0.342                          0.346                            1
20230427_060000        1682575200           0.342                          0.346                            1
20230427_120000        1682596800           0.342                          0.346                            1
20230427_180000        1682618400           0.342                          0.346                            1
20230428_000000        1682640000           0.342                          0.346                            1
20230428_060000        1682661600           0.342                          0.346                            1
20230428_120000        1682683200           0.342                          0.346                            1
20230428_180000        1682704800           0.342                          0.346                            1
20230429_000000        1682726400           0.342                          0.346                            1
20230429_060000        1682748000           0.342                          0.346                            1
20230429_120000        1682769600           0.342                          0.346                            1
20230429_180000        1682791200           0.342                          0.346                            1
20230430_000000        1682812800           0.342                          0.346                            1
20230430_060000        1682834400           0.342                          0.346                            1
20230430_120000        1682856000           0.342                          0.346                            1
20230430_180000        1682877600           0.342                          0.346                            1
20230501_000000        1682899200           0.342                          0.346                            1
20230501_060000        1682920800           0.342                          0.346                            1
20230501_120000        1682942400           0.342                          0.346                            1
20230501_180000        1682964000           0.342                          0.346                            1
20230502_000000        1682985600           0.342                          0.346                            1
20230502_060000        1683007200           0.342                          0.346                            1
20230502_120000        1683028800           0.342                          0.346                            1
20230502_180000        1683050400           0.342                          0.346                            1
20230503_000000        1683072000           0.342                          0.346                            1
20230503_060000        1683093600           0.342                          0.346                            1
20230503_120000        1683115200           0.342                          0.346                            1
20230503_180000        1683136800           0.342                          0.346                            1
20230504_000000        1683158400           0.342                          0.346                            1
20230504_060000        1683180000           0.342                          0.346                            1
20230504_120000        1683201600           0.342                          0.346                            1
20230504_180000        1683223200           0.342                          0.346                            1
20230505_000000        1683244800           0.342                          0.346                            1
20230505_060000        1683266400           0.342                          0.346                            1
20230505_120000        1683288000           0.342                          0.346                            1
20230505_180000        1683309600           0.342                          0.346                            1
20230506_000000        1683331200           0.342                          0.346                            1
20230506_060000        1683352800           0.342                          0.346                            1
20230506_120000        1683374400           0.342                          0.346                            1
20230506_180000        1683396000           0.342                          0.346                            1
20230507_000000        1683417600           0.342                          0.346                            1
20230507_060000        1683439200           0.342                          0.346                            1
20230507_120000        1683460800           0.342                          0.346                            1
20230507_180000        1683482400           0.342                          0.346                            1
20230508_000000        1683504000           0.342                          0.346                            1
20230508_060000        1683525600           0.342                          0.346                            1
20230508_120000        1683547200           0.342                          0.346                            1
20230508_180000        1683568800           0.342                          0.346                            1
20230509_000000        1683590400           0.342                          0.346                            1
20230509_060000        1683612000           0.342                          0.346                            1
20230509_120000        1683633600           0.342                          0.346                            1
20230509_180000        1683655200           0.342                          0.346                            1
20230510_000000        1683676800           0.342                          0.346                            1
20230510_060000        1683698400           0.342                          0.346                            1
20230510_120000        1683720000           0.342                          0.346                            1
20230510_180000        1683741600           0.342                          0.346                            1
20230511_000000        1683763200           0.342                          0.346                            1
20230511_060000        1683784800           0.342                          0.346                            1
20230511_120000        1683806400           0.342                          0.346                            1
20230511_180000        1683828000           0.342                          0.346                            1
20230512_000000        1683849600           0.342                          0.346                            1
20230512_060000        1683871200           0.342                          0.346                            1
20230512_120000        1683892800           0.342                          0.346                            1
20230512_180000        1683914400           0.342                          0.346                            1
20230513_000000        1683936000           0.342                          0.346                            1
20230513_060000        1683957600           0.342                          0.346                            1
20230513_120000        1683979200           0.342                          0.346                            1
20230513_180000        1684000800           0.342                          0.346                            1
20230514_000000        1684022400           0.342                          0.346                            1
20230514_060000        1684044000           0.342                          0.346                            1
20230514_120000        1684065600           0.342                          0.346                            1
20230514_180000        1684087200           0.342                          0.346                            1
20230515_000000        1684108800           0.342                          0.346                            1
20230515_060000        1684130400           0.342                          0.346                            1
20230515_120000        1684152000           0.342                          0.346                            1
20230515_180000        1684173600           0.342                          0.346                            1
20230516_000000        1684195200           0.342                          0.346                            1
20230516_060000        1684216800           0.342                          0.346                            1
20230516_120000        1684238400           0.342                          0.346                            1
20230516_180000        1684260000           0.342                          0.346                            1
20230517_000000        1684281600           0.342                          0.346                            1
20230517_060000        1684303200           0.342                          0.346                            1
20230517_120000        1684324800           0.342                          0.346                            1
20230517_180000        1684346400           0.342                          0.346                            1
20230518_000000        1684368000           0.342                          0.346                            1
20230518_060000        1684389600           0.342                          0.346                            1
20230518_120000        1684411200           0.342                          0.346                            1
20230518_180000        1684432800           0.342                          0.346                            1
20230519_000000        1684454400           0.342                          0.346                            1
20230519_060000        1684476000           0.342                          0.346                            1
20230519_120000        1684497600           0.342                          0.346                            1
20230519_180000        1684519200           0.342                          0.346                            1
20230520_000000        1684540800           0.342                          0.346                            1
20230520_060000        1684562400           0.342                          0.346                            1
20230520_120000        1684584000           0.342                          0.346                            1
20230520_180000        1684605600           0.342                          0.346                            1
20230521_000000        1684627200           0.342                          0.346                            1
20230521_060000        1684648800           0.342                          0.346                            1
20230521_120000        1684670400           0.342                          0.346                            1
20230521_180000        1684692000           0.342                          0.346                            1
20230522_000000        1684713600           0.342                          0.346                            1
20230522_060000        1684735200           0.342                          0.346                            1
20230522_120000        1684756800           0.342                          0.346                            1
20230522_180000        1684778400           0.342                          0.346                            1
20230523_000000        1684800000           0.342                          0.346                            1
20230523_060000        1684821600           0.342                          0.346                            1
20230523_120000        1684843200           0.342                          0.346                            1
20230523_180000        1684864800           0.342                          0.346                            1
20230524_000000        1684886400           0.342                          0.346                            1
20230524_060000        1684908000           0.342                          0.346                            1
20230524_120000        1684929600           0.342                          0.346                            1
20230524_180000        1684951200           0.342                          0.346                            1
20230525_000000        1684972800           0.342                          0.346                            1
20230525_060000        1684994400           0.342                          0.346                            1
20230525_120000        1685016000           0.342                          0.346                            1
20230525_180000        1685037600           0.342                          0.346                            1
20230526_000000        1685059200           0.342                          0.346                            1
20230526_060000        1685080800           0.342                          0.346                            1
20230526_120000        1685102400           0.342                          0.346                            1
20230526_180000        1685124000           0.342                          0.346                            1
20230527_000000        1685145600           0.342                          0.346                            1
20230527_060000        1685167200           0.342                          0.346                            1
20230527_120000        1685188800           0.342                          0.346                            1
20230527_180000        1685210400           0.342                          0.346                            1
20230528_000000        1685232000           0.342                          0.346                            1
20230528_060000        1685253600           0.342                          0.346                            1
20230528_120000        1685275200           0.342                          0.346                            1
20230528_180000        1685296800           0.342                          0.346                            1
20230529_000000        1685318400           0.342                          0.346                            1
20230529_060000        1685340000           0.342                          0.346                            1
20230529_120000        1685361600           0.342                          0.346                            1
20230529_180000        1685383200           0.342                          0.346                            1
20230530_000000        1685404800           0.342                          0.346                            1
20230530_060000        1685426400           0.342                          0.346                            1
20230530_120000        1685448000           0.342                          0.346                            1
20230530_180000        1685469600           0.342                          0.346                            1
20230531_000000        1685491200           0.342                          0.346                            1
20230531_060000        1685512800           0.342                          0.346                            1
20230531_120000        1685534400           0.342                          0.346                            1
20230531_180000        1685556000           0.342                          0.346                            1
20230601_000000        1685577600           0.342                          0.346                            1
20230601_060000        1685599200           0.342                          0.346                            1
20230601_120000        1685620800           0.342                          0.346                            1
20230601_180000        1685642400           0.342                          0.346                            1
20230602_000000        1685664000           0.342                          0.346                            1
20230602_060000        1685685600           0.342                          0.346                            1
20230602_120000        1685707200           0.342                          0.346                            1
20230602_180000        1685728800           0.342                          0.346                            1
20230603_000000        1685750400           0.342                          0.346                            1
20230603_060000        1685772000           0.342                          0.346                            1
20230603_120000        1685793600           0.342                          0.346                            1
20230603_180000        1685815200           0.342                          0.346                            1
20230604_000000        1685836800           0.342                          0.346                            1
20230604_060000        1685858400           0.342                          0.346                            1
20230604_120000        1685880000           0.342                          0.346                            1
20230604_180000        1685901600           0.342                          0.346                            1
20230605_000000        1685923200           0.342                          0.346                            1
20230605_060000        1685944800           0.342                          0.346                            1
20230605_120000        1685966400           0.342                          0.346                            1
20230605_180000        1685988000           0.342                          0.346                            1
20230606_000000        1686009600           0.342                          0.346                            1
20230606_060000        1686031200           0.342                          0.346                            1
20230606_120000        1686052800           0.342                          0.346                            1
20230606_180000        1686074400           0.342                          0.346                            1
20230607_000000        1686096000           0.342                          0.346                            1
20230607_060000        1686117600           0.342                          0.346                            1
20230607_120000        1686139200           0.342                          0.346                            1
20230607_180000        1686160800           0.342                          0.346                            1
20230608_000000        1686182400           0.342                          0.346                            1
20230608_060000        1686204000           0.342                          0.346                            1
20230608_120000        1686225600           0.342                          0.346                            1
20230608_180000        1686247200           0.342                          0.346                            1
20230609_000000        1686268800           0.342                          0.346                            1
20230609_060000        1686290400           0.342                          0.346                            1
20230609_120000        1686312000           0.342                          0.346                            1
20230609_180000        1686333600           0.342                          0.346                            1
20230610_000000        1686355200           0.342                          0.346                            1
20230610_060000        1686376800           0.342                          0.346                            1
20230610_120000        1686398400           0.342                          0.346                            1
20230610_180000        1686420000           0.342                          0.346                            1
20230611_000000        1686441600           0.342                          0.346                            1
20230611_060000        1686463200           0.342                          0.346                            1
20230611_120000        1686484800           0.342                          0.346                            1
20230611_180000        1686506400           0.342                          0.346                            1
20230612_000000        1686528000           0.342                          0.346                            1
20230612_060000        1686549600           0.342                          0.346                            1
20230612_120000        1686571200           0.342                          0.346                            1
20230612_180000        1686592800           0.342                          0.346                            1
20230613_000000        1686614400           0.342                          0.346                            1
20230613_060000        1686636000           0.342                          0.346                            1
20230613_120000        1686657600           0.342                          0.346                            1
20230613_180000        1686679200           0.342                          0.346                            1
20230614_000000        1686700800           0.342                          0.346                            1
20230614_060000        1686722400           0.342                          0.346                            1
20230614_120000        1686744000           0.342                          0.346                            1
20230614_180000        1686765600           0.342                          0.346                            1
20230615_000000        1686787200           0.342                          0.346                            1
20230615_060000        1686808800           0.342                          0.346                            1
20230615_120000        1686830400           0.342                          0.346                            1
20230615_180000        1686852000           0.342                          0.346                            1
20230616_000000        1686873600           0.342                          0.346                            1
20230616_060000        1686895200           0.342                          0.346                            1
20230616_120000        1686916800           0.342                          0.346                            1
20230616_180000        1686938400           0.342                          0.346                            1
20230617_000000        1686960000           0.342                          0.346                            1
20230617_060000        1686981600           0.342                          0.346                            1
20230617_120000        1687003200           0.342                          0.346                            1
20230617_180000        1687024800           0.342                          0.346                            1
20230618_000000        1687046400           0.342                          0.346                            1
20230618_060000        1687068000           0.342                          0.346                            1
20230618_120000        1687089600           0.342                          0.346                            1
20230618_180000        1687111200           0.342                          0.346                            1
20230619_000000        1687132800           0.342                          0.346                            1
20230619_060000        1687154400           0.342                          0.346                            1
20230619_120000        1687176000           0.342                          0.346                            1
20230619_180000        1687197600           0.342                          0.346                            1
20230620_000000        1687219200           0.342                          0.346                            1
20230620_060000        1687240800           0.342                          0.346                            1
20230620_120000        1687262400           0.342                          0.346                            1
20230620_180000        1687284000           0.342                          0.346                            1
20230621_000000        1687305600           0.342                          0.346                            1
20230621_060000        1687327200           0.342                          0.346                            1
20230621_120000        1687348800           0.342                          0.346                            1
20230621_180000        1687370400           0.342                          0.346                            1
20230622_000000        1687392000           0.342                          0.346                            1
20230622_060000        1687413600           0.342                          0.346                            1
20230622_120000        1687435200           0.342                          0.346                            1
20230622_180000        1687456800           0.342                          0.346                            1
20230623_000000        1687478400           0.342                          0.346                            1
20230623_060000        1687500000           0.342                          0.346                            1
20230623_120000        1687521600           0.342                          0.346                            1
20230623_180000        1687543200           0.342                          0.346                            1
20230624_000000        1687564800           0.342                          0.346                            1
20230624_060000        1687586400           0.342                          0.346                            1
20230624_120000        1687608000           0.342                          0.346                            1
20230624_180000        1687629600           0.342                          0.346                            1
20230625_000000        1687651200           0.342                          0.346                            1
20230625_060000        1687672800           0.342                          0.346                            1
20230625_120000        1687694400           0.342                          0.346                            1
20230625_180000        1687716000           0.342                          0.346                            1
20230626_000000        1687737600           0.342                          0.346                            1
20230626_060000        1687759200           0.342                          0.346                            1
20230626_120000        1687780800           0.342                          0.346                            1
20230626_180000        1687802400           0.342                          0.346                            1
20230627_000000        1687824000           0.342                          0.346                            1
20230627_060000        1687845600           0.342                          0.346                            1
20230627_120000        1687867200           0.342                          0.346                            1
20230627_180000        1687888800           0.342                          0.346                            1
20230628_000000        1687910400           0.342                          0.346                            1
20230628_060000        1687932000           0.342                          0.346                            1
20230628_120000        1687953600           0.342                          0.346                            1
20230628_180000        1687975200           0.342                          0.346                            1
20230629_000000        1687996800           0.342                          0.346                            1
20230629_060000        1688018400           0.342                          0.346                            1
20230629_120000        1688040000           0.342                          0.346                            1
20230629_180000        1688061600           0.342                          0.346                            1
20230630_000000        1688083200           0.342                          0.346                            1
20230630_060000        1688104800           0.342                          0.346                            1
20230630_120000        1688126400           0.342                          0.346                            1
20230630_180000        1688148000           0.342                          0.346                            1
20230701_000000        1688169600           0.342                          0.346                            1
20230701_060000        1688191200           0.342                          0.346                            1
20230701_120000        1688212800           0.342                          0.346                            1
20230701_180000        1688234400           0.342                          0.346                            1
20230702_000000        1688256000           0.342                          0.346                            1
20230702_060000        1688277600           0.342                          0.346                            1
20230702_120000        1688299200           0.342                          0.346                            1
20230702_180000        1688320800           0.342                          0.346                            1
20230703_000000        1688342400           0.342                          0.346                            1
20230703_060000        1688364000           0.342                          0.346                            1
20230703_120000        1688385600           0.342                          0.346                            1
20230703_180000        1688407200           0.342                          0.346                            1
20230704_000000        1688428800           0.342                          0.346                            1
20230704_060000        1688450400           0.342                          0.346                            1
20230704_120000        1688472000           0.342                          0.346                            1
20230704_180000        1688493600           0.342                          0.346                            1
20230705_000000        1688515200           0.342                          0.346                            1
20230705_060000        1688536800           0.342                          0.346                            1
20230705_120000        1688558400           0.342                          0.346                            1
20230705_180000        1688580000           0.342                          0.346                            1
20230706_000000        1688601600           0.342                          0.346                            1
20230706_060000        1688623200           0.342                          0.346                            1
20230706_120000        1688644800           0.342                          0.346                            1
20230706_180000        1688666400           0.342                          0.346                            1
20230707_000000        1688688000           0.342                          0.346                            1
20230707_060000        1688709600           0.342                          0.346                            1
20230707_120000        1688731200           0.342                          0.346                            1
20230707_180000        1688752800           0.342                          0.346                            1
20230708_000000        1688774400           0.342                          0.346                            1
20230708_060000        1688796000           0.342                          0.346                            1
20230708_120000        1688817600           0.342                          0.346                            1
20230708_180000        1688839200           0.342                          0.346                            1
20230709_000000        1688860800           0.342                          0.346                            1
20230709_060000        1688882400           0.342                          0.346                            1
20230709_120000        1688904000           0.342                          0.346                            1
20230709_180000        1688925600           0.342                          0.346                            1
20230710_000000        1688947200           0.342                          0.346                            1
20230710_060000        1688968800           0.342                          0.346                            1
20230710_120000        1688990400           0.342                          0.346                            1
20230710_180000        1689012000           0.342                          0.346                            1
20230711_000000        1689033600           0.342                          0.346                            1
20230711_060000        1689055200           0.342                          0.346                            1
20230711_120000        1689076800           0.342                          0.346                            1
20230711_180000        1689098400           0.342                          0.346                            1
20230712_000000        1689120000           0.342                          0.346                            1
20230712_060000        1689141600           0.342                          0.346                            1
20230712_120000        1689163200           0.342                          0.346                            1
20230712_180000        1689184800           0.342                          0.346                            1
20230713_000000        1689206400           0.342                          0.346                            1
20230713_060000        1689228000           0.342                          0.346                            1
20230713_120000        1689249600           0.342                          0.346                            1
20230713_180000        1689271200           0.342                          0.346                            1
20230714_000000        1689292800           0.342                          0.346                            1
20230714_060000        1689314400           0.342                          0.346                            1
20230714_120000        1689336000           0.342                          0.346                            1
20230714_180000        1689357600           0.342                          0.346                            1
20230715_000000        1689379200           0.342                          0.346                            1
20230715_060000        1689400800           0.342                          0.346                            1
20230715_120000        1689422400           0.342                          0.346                            1
20230715_180000        1689444000           0.342                          0.346                            1
20230716_000000        1689465600           0.342                          0.346                            1
20230716_060000        1689487200           0.342                          0.346                            1
20230716_120000        1689508800           0.342                          0.346                            1
20230716_180000        1689530400           0.342                          0.346                            1
20230717_000000        1689552000           0.342                          0.346                            1
20230717_060000        1689573600           0.342                          0.346                            1
20230717_120000        1689595200           0.342                          0.346                            1
20230717_180000        1689616800           0.342                          0.346                            1
20230718_000000        1689638400           0.342                          0.346                            1
20230718_060000        1689660000           0.342                          0.346                            1
20230718_120000        1689681600           0.342                          0.346                            1
20230718_180000        1689703200           0.342                          0.346                            1
20230719_000000        1689724800           0.342                          0.346                            1
20230719_060000        1689746400           0.342                          0.346                            1
20230719_120000        1689768000           0.342                          0.346                            1
20230719_180000        1689789600           0.342                          0.346                            1
20230720_000000        1689811200           0.342                          0.346                            1
20230720_060000        1689832800           0.342                          0.346                            1
20230720_120000        1689854400           0.342                          0.346                            1
20230720_180000        1689876000           0.342                          0.346                            1
20230721_000000        1689897600           0.342                          0.346                            1
20230721_060000        1689919200           0.342                          0.346                            1
20230721_120000        1689940800           0.342                          0.346                            1
20230721_180000        1689962400           0.342                          0.346                            1
20230722_000000        1689984000           0.342                          0.346                            1
20230722_060000        1690005600           0.342                          0.346                            1
20230722_120000        1690027200           0.342                          0.346                            1
20230722_180000        1690048800           0.342                          0.346                            1
20230723_000000        1690070400           0.342                          0.346                            1
20230723_060000        1690092000           0.342                          0.346                            1
20230723_120000        1690113600           0.342                          0.346                            1
20230723_180000        1690135200           0.342                          0.346                            1
20230724_000000        1690156800           0.342                          0.346                            1
20230724_060000        1690178400           0.342                          0.346                            1
20230724_120000        1690200000           0.342                          0.346                            1
20230724_180000        1690221600           0.342                          0.346                            1
20230725_000000        1690243200           0.342                          0.346                            1
20230725_060000        1690264800           0.342                          0.346                            1
20230725_120000        1690286400           0.342                          0.346                            1
20230725_180000        1690308000           0.342                          0.346                            1
20230726_000000        1690329600           0.342                          0.346                            1
20230726_060000        1690351200           0.342                          0.346                            1
20230726_120000        1690372800           0.342                          0.346                            1
20230726_180000        1690394400           0.342                          0.346                            1
20230727_000000        1690416000           0.342                          0.346                            1
20230727_060000        1690437600           0.342                          0.346                            1
20230727_120000        1690459200           0.342                          0.346                            1
20230727_180000        1690480800           0.342                          0.346                            1
20230728_000000        1690502400           0.342                          0.346                            1
20230728_060000        1690524000           0.342                          0.346                            1
20230728_120000        1690545600           0.342                          0.346                            1
20230728_180000        1690567200           0.342                          0.346                            1
20230729_000000        1690588800           0.342                          0.346                            1
20230729_060000        1690610400           0.342                          0.346                            1
20230729_120000        1690632000           0.342                          0.346                            1
20230729_180000        1690653600           0.342                          0.346                            1
20230730_000000        1690675200           0.342                          0.346                            1
20230730_060000        1690696800           0.342                          0.346                            1
20230730_120000        1690718400           0.342                          0.346                            1
20230730_180000        1690740000           0.342                          0.346                            1
20230731_000000        1690761600           0.342                          0.346                            1
20230731_060000        1690783200           0.342                          0.346                            1
20230731_120000        1690804800           0.342                          0.346                            1
20230731_180000        1690826400           0.342                          0.346                            1
20230801_000000        1690848000           0.342                          0.346                            1
20230801_060000        1690869600           0.342                          0.346                            1
20230801_120000        1690891200           0.342                          0.346                            1
20230801_180000        1690912800           0.342                          0.346                            1
